words,Parts of speech,Number of word meanings,word meaning sequence number,Sentiment classification,strength,polarity,polar weight
people's government,noun,1,1,Confirmed,7,0,1
admit account,noun,1,1,Undesirable,7,1,2
renpei,noun,1,1,Praiseworthy,7,1,2
junker landlord,noun,1,1,Blameworthy,5,2,2
redundant officials,noun,1,1,Blameworthy,5,1,2
confucianism,noun,1,1,Praiseworthy,5,0,1
enter samadhi,noun,1,1,Praiseworthy,5,1,2
soften,noun,3,2,Disconfirmed,3,0,1
runge,noun,1,1,Desirable,3,0,1
private prostitution,noun,1,1,Blameworthy,5,2,2
personal affair,noun,1,1,Blameworthy,5,2,2
homesick,verb,1,1,Desirable,5,1,2
be dissatisfied,idiom,1,1,Praiseworthy,7,1,2
yanyanyingying,idiom,1,1,Praiseworthy,7,1,2
prison,noun,1,1,Undesirable,5,2,2
old face,noun,2,2,Blameworthy,5,2,2
tears,noun,1,1,Undesirable,5,0,1
li geer,verb,1,1,Blameworthy,3,2,2
transcendence,verb,1,1,Undesirable,5,1,2
overspending,verb,1,1,Undesirable,5,2,2
shen cang,verb,1,1,Undesirable,5,2,2
marriage,verb,1,1,Desirable,7,1,2
eatable,adj,1,1,Desirable,5,1,2
eat please,verb,1,1,Desirable,7,1,2
scab,noun,1,1,Undesirable,7,2,2
arguing,verb,1,1,Blameworthy,5,2,2
horn tip,noun,1,1,Blameworthy,5,2,2
remain silent,idiom,1,1,Undesirable,7,0,1
fugu boxi,idiom,1,1,Blameworthy,7,2,2
overwhelmed,idiom,1,1,Confirmed,7,1,2
compare,idiom,1,1,Blameworthy,7,2,2
blow conch,idiom,1,1,Blameworthy,8,2,2
self-reliant,idiom,1,1,Praiseworthy,7,1,2
unexpected crime,idiom,1,1,Blameworthy,5,2,2
fallen woman,idiom,1,1,Undesirable,5,0,1
gag,idiom,1,1,Desirable,5,0,1
sadly,adj,1,1,Undesirable,5,2,2
strike,verb,1,1,Undesirable,5,0,1
dismissal,verb,1,1,Blameworthy,5,2,2
worship hall,verb,1,1,Desirable,5,1,2
half-assed,nw,1,1,Blameworthy,5,2,2
bangerxiang,nw,1,1,Desirable,5,1,2
guaranteed compensation,verb,1,1,Undesirable,5,0,1
yuncheng starts,idiom,1,1,Praiseworthy,5,1,2
millet red,idiom,1,1,Desirable,3,1,2
flatfoot,noun,1,1,Blameworthy,3,2,2
easy to,adj,1,1,Desirable,3,1,2
variant,noun,1,1,Blameworthy,3,2,2
whitlow,noun,1,1,Undesirable,5,2,2
don't be,verb,1,1,Disconfirmed,5,2,2
icehouse,noun,1,1,Undesirable,3,2,2
war chaos,noun,1,1,Undesirable,7,2,2
disease particles,noun,1,1,Undesirable,5,2,2
pathogen,noun,1,1,Undesirable,7,2,2
waves,noun,1,1,Undesirable,3,2,2
refute,verb,1,1,Confirmed,7,1,2
poor life,noun,1,1,Undesirable,7,2,2
correction,verb,1,1,Undesirable,7,2,2
unhappy,adj,2,2,Blameworthy,5,2,2
unequal treaties,noun,1,1,Blameworthy,7,2,2
no,verb,1,1,Disconfirmed,5,2,2
unstable balance,adj,1,1,Disconfirmed,5,2,2
phoenix dance,idiom,1,1,Praiseworthy,9,1,2
skin millet,idiom,1,1,Undesirable,9,2,2
进shidi mustard,idiom,1,1,Undesirable,9,0,1
fame,idiom,1,1,Blameworthy,5,2,2
gantang's legacy,idiom,1,1,Praiseworthy,7,1,2
experts,idiom,1,1,Praiseworthy,7,1,2
gao qingyixing,idiom,1,1,Praiseworthy,9,1,2
lip balm,idiom,1,1,Blameworthy,7,2,2
singing sounds,idiom,1,1,Praiseworthy,7,1,2
dog-headed rat-brain,idiom,1,1,Blameworthy,7,2,2
xiaoxiao,noun,1,1,Blameworthy,5,2,2
villain,noun,2,2,Blameworthy,5,2,2
effectiveness,verb,2,1,Praiseworthy,1,0,1
diagonal,verb,1,1,Blameworthy,3,2,2
burn,noun,1,1,Undesirable,3,2,2
room,noun,1,1,Praiseworthy,3,1,2
warning,verb,2,2,Blameworthy,5,1,2
died,noun,1,1,Undesirable,7,2,2
go deep,noun,1,1,Praiseworthy,1,1,2
angry,adj,2,2,Undesirable,5,2,2
dress up,noun,1,1,Praiseworthy,5,1,2
incontinence,noun,1,1,Undesirable,5,2,2
blindness,noun,1,1,Undesirable,5,2,2
lost time,noun,1,1,Undesirable,3,2,2
gaffe,noun,1,1,Blameworthy,5,2,2
broken tears,adj,1,1,Desirable,3,0,1
bedding,noun,2,2,Desirable,5,0,1
pu mao,adj,1,1,Praiseworthy,5,1,2
actually,adj,1,1,Desirable,5,0,1
qixun,noun,1,1,Praiseworthy,9,1,2
flag bearer,noun,1,1,Praiseworthy,7,1,2
get off,noun,1,1,Desirable,7,0,1
uprising,noun,1,1,Desirable,7,0,1
odor,noun,2,2,Blameworthy,5,2,2
renounce,noun,1,1,Desirable,7,0,1
instrument knowledge,noun,1,1,Desirable,5,1,2
clairvoyance,adj,1,1,Praiseworthy,9,1,2
contain,verb,1,1,Desirable,7,0,1
forefront,noun,1,1,Desirable,5,0,1
qiankun,noun,1,1,Desirable,7,0,1
minkangwufu,idiom,1,1,Desirable,9,1,2
mingyan naoki,idiom,1,1,Praiseworthy,5,1,2
sticky bone,idiom,1,1,Blameworthy,5,2,2
wink,idiom,1,1,Blameworthy,5,2,2
decayed tree,idiom,1,1,Blameworthy,6,2,2
freehand brushwork,noun,2,2,Desirable,5,1,2
xie xiao,noun,1,1,Praiseworthy,5,0,1
emotion,noun,1,1,Undesirable,5,0,1
heart full,noun,1,1,Desirable,9,0,1
metabolism,idiom,2,2,Confirmed,5,1,2
belief,noun,1,1,Confirmed,5,1,2
act,noun,1,1,Blameworthy,5,2,2
false etiquette,noun,1,1,Blameworthy,5,0,1
whisper,noun,1,1,Undesirable,5,2,2
immerse,verb,1,1,Desirable,9,0,1
mental illness,noun,1,1,Blameworthy,3,2,2
positive person,idiom,1,1,Praiseworthy,7,1,2
half buried,idiom,1,1,Undesirable,5,0,1
motivated,idiom,1,1,Blameworthy,5,2,2
obscene words,idiom,1,1,Blameworthy,5,2,2
plead illness,verb,1,1,Blameworthy,5,2,2
arrears,verb,1,1,Blameworthy,5,2,2
poaching,noun,1,1,Blameworthy,5,2,2
kingly way,noun,1,1,Praiseworthy,5,1,2
disobey,verb,1,1,Blameworthy,5,2,2
be conceited,idiom,1,1,Blameworthy,3,2,2
neutral,idiom,1,1,Praiseworthy,5,1,2
landlord friendship,idiom,1,1,Desirable,5,1,2
cold talk,idiom,1,1,Blameworthy,5,2,2
confident,idiom,1,1,Praiseworthy,5,1,2
depend on,idiom,1,1,Blameworthy,5,2,2
tao shen,verb,1,1,Undesirable,3,2,2
specialty,noun,1,1,Desirable,3,1,2
genius theory,noun,1,1,Blameworthy,3,2,2
heaven,noun,1,1,Desirable,9,1,2
emperor,noun,1,1,Praiseworthy,7,1,2
dai tianqidi,idiom,1,1,Praiseworthy,5,1,2
dai yuanlufang,idiom,1,1,Praiseworthy,5,1,2
daoguxianfeng,idiom,1,1,Praiseworthy,5,1,2
suitable,idiom,1,1,Praiseworthy,5,1,2
humbly,idiom,1,1,Praiseworthy,5,0,1
eagle claw,idiom,1,1,Blameworthy,7,2,2
poor skills,idiom,1,1,Blameworthy,5,2,2
tricks,noun,2,2,Blameworthy,5,2,2
falcon,adj,1,1,Blameworthy,6,2,2
glory,adj,2,1,Praiseworthy,7,1,2
irritant poison,noun,1,1,Blameworthy,7,2,2
illusion,noun,1,1,Blameworthy,3,0,1
cheer up,verb,1,1,Confirmed,5,1,2
great power,noun,1,1,Blameworthy,5,2,2
shock,noun,1,1,Undesirable,9,0,1
peerless beauty,idiom,1,1,Praiseworthy,7,1,2
genuine,noun,1,1,Praiseworthy,5,1,2
sliding straight,adj,1,1,Praiseworthy,7,1,2
heartfelt,noun,1,1,Confirmed,7,1,2
smile charmingly,idiom,1,1,Desirable,7,1,2
shortsighted,idiom,1,1,Blameworthy,7,2,2
chicken wine,idiom,1,1,Undesirable,7,2,2
daydreaming,idiom,1,1,Blameworthy,7,2,2
no excuses,idiom,1,1,Undesirable,7,2,2
ecstatically surprised,idiom,1,1,Desirable,9,1,2
nice smile,idiom,1,1,Desirable,9,1,2
bone marrow,idiom,1,1,Undesirable,9,2,2
treasure book,noun,1,1,Desirable,7,1,2
retribution,noun,1,1,Undesirable,7,2,2
flash flood,noun,1,1,Undesirable,7,2,2
pessimism,noun,1,1,Undesirable,7,2,2
bentouer,noun,1,1,Desirable,5,1,2
dagger,noun,1,1,Undesirable,5,2,2
side style,adj,1,1,Desirable,7,1,2
relegate,verb,1,1,Undesirable,7,2,2
xi xing,noun,1,1,Undesirable,5,0,1
distinctive,adj,1,1,Praiseworthy,3,0,1
refining,adj,1,1,Praiseworthy,3,0,1
xi lian,noun,1,1,Desirable,3,0,1
banter,verb,1,1,Desirable,3,0,1
blind shot,noun,1,1,Blameworthy,1,0,1
drugged,verb,2,2,Blameworthy,5,2,2
bright red,adj,1,1,Praiseworthy,3,0,1
leisure habits,adj,1,1,Praiseworthy,5,0,1
evidence,verb,1,1,Confirmed,3,0,1
revealed,verb,1,1,Blameworthy,3,2,2
weak crown,noun,1,1,Praiseworthy,3,1,2
sweep,verb,1,1,Praiseworthy,3,1,2
widowed,noun,1,1,Undesirable,7,2,2
sweeping graves,verb,1,1,Blameworthy,5,2,2
silly fun,adj,1,1,Desirable,3,1,2
wounded soldier,noun,1,1,Undesirable,3,2,2
wounded,noun,1,1,Undesirable,3,2,2
report,verb,1,1,Praiseworthy,3,1,2
emergency collection,noun,1,1,Undesirable,9,0,1
cramped,adj,3,3,Undesirable,7,0,1
go-getter,noun,1,1,Praiseworthy,8,1,2
set aside,verb,1,1,Desirable,3,0,1
bitch,noun,1,1,Blameworthy,5,2,2
remote country,idiom,1,1,Blameworthy,5,2,2
bad-tongued,idiom,1,1,Blameworthy,5,2,2
broken stuff,idiom,1,1,Blameworthy,3,2,2
tsumame zihe,idiom,1,1,Praiseworthy,3,1,2
weird talk,idiom,1,1,Blameworthy,3,2,2
lose first,idiom,1,1,Undesirable,3,2,2
qiawenqiangji,idiom,1,1,Praiseworthy,7,1,2
eternal tune,idiom,1,1,Praiseworthy,9,1,2
corporal humble,idiom,1,1,Praiseworthy,9,1,2
latent thoughts,idiom,1,1,Praiseworthy,9,1,2
famous festival,noun,1,1,Praiseworthy,7,1,2
famous player,noun,1,1,Praiseworthy,7,1,2
hone,verb,1,1,Praiseworthy,5,1,2
silent prayer,verb,1,1,Confirmed,5,1,2
righteous teacher,noun,1,1,Praiseworthy,5,1,2
artist,noun,1,1,Praiseworthy,3,1,2
karma,noun,1,1,Blameworthy,5,0,1
ying mao,verb,1,1,Blameworthy,5,2,2
yuru,adj,1,1,Desirable,7,1,2
elder,noun,1,1,Praiseworthy,7,1,2
circus,verb,2,2,Praiseworthy,5,1,2
assistance,verb,1,1,Praiseworthy,7,1,2
yue family,noun,1,1,Praiseworthy,7,1,2
yunqia,verb,1,1,Desirable,5,1,2
halo pool,verb,1,1,Undesirable,5,2,2
hymn,noun,1,1,Praiseworthy,7,1,2
increase,verb,1,1,Desirable,7,1,2
abomination,noun,1,1,Blameworthy,7,2,2
the unlearned,idiom,1,1,Blameworthy,5,2,2
zhilan's room,idiom,1,1,Praiseworthy,7,1,2
cliff,idiom,1,1,Undesirable,7,2,2
splendid,idiom,1,1,Praiseworthy,9,1,2
ill-gotten gains,idiom,1,1,Blameworthy,7,2,2
wuhua tianbao,idiom,1,1,Praiseworthy,7,1,2
protracted,idiom,1,1,Blameworthy,7,2,2
brucellosis,noun,1,1,Undesirable,7,2,2
rainbow,noun,1,1,Desirable,5,1,2
endgame,noun,1,1,Undesirable,5,2,2
sing loudly,idiom,1,1,Desirable,5,0,1
goofing around,idiom,1,1,Blameworthy,5,2,2
buzzing,idiom,1,1,Praiseworthy,9,1,2
fisherman's profit,idiom,1,1,Blameworthy,5,1,2
wall worms,idiom,1,1,Blameworthy,7,2,2
yuyu qionglou,idiom,2,1,Praiseworthy,9,1,2
yujie songzhen,idiom,1,1,Praiseworthy,9,1,2
kite-scapular jackal,idiom,1,1,Blameworthy,5,2,2
yuanzhi xianglan,idiom,1,1,Praiseworthy,7,1,2
fall apart,idiom,1,1,Blameworthy,7,2,2
indiscriminate,idiom,1,1,Blameworthy,5,2,2
hoarse,idiom,1,1,Blameworthy,5,2,2
faltering,idiom,1,1,Undesirable,5,2,2
nonstop,idiom,1,1,Praiseworthy,3,1,2
adequate measures,idiom,1,1,Praiseworthy,5,1,2
domen quesao,idiom,1,1,Blameworthy,5,2,2
neighbor girl,idiom,1,1,Blameworthy,1,0,1
dazzling collection,idiom,1,1,Desirable,9,1,2
liu langqiandu,idiom,1,1,Desirable,1,0,1
sweat profusely,idiom,1,1,Undesirable,7,2,2
homeless population,idiom,1,1,Praiseworthy,7,1,2
liu yanyingjiao,idiom,1,1,Desirable,7,1,2
longjuyun,idiom,1,1,Confirmed,7,1,2
long xianglinzhen,idiom,1,1,Praiseworthy,7,1,2
lujin yanpi,idiom,1,1,Blameworthy,3,2,2
luan gufengwu,idiom,1,1,Undesirable,5,2,2
seniority,idiom,1,1,Blameworthy,1,2,2
maldongfeng,idiom,1,1,Blameworthy,3,2,2
puffball oxtail,idiom,1,1,Blameworthy,9,2,2
buy tieskin,idiom,1,1,Blameworthy,7,2,2
desolation everywhere,idiom,1,1,Undesirable,7,2,2
enchanted,idiom,1,1,Blameworthy,3,2,2
sanzhenjiulie,idiom,1,1,Praiseworthy,5,1,2
dareist,idiom,1,1,Undesirable,5,2,2
shanyaohaicuo,idiom,1,1,Desirable,5,1,2
few words,idiom,1,1,Blameworthy,5,2,2
abhor pain,idiom,1,1,Blameworthy,5,2,2
femoral humerus,noun,1,1,Praiseworthy,7,0,1
engulf,verb,2,1,Blameworthy,5,2,2
trotskyist,noun,1,1,Blameworthy,5,2,2
play,verb,3,1,Blameworthy,5,2,2
subjugated slaves,noun,2,2,Undesirable,5,2,2
distinguished family,noun,1,1,Praiseworthy,5,1,2
walking alone,idiom,1,1,Undesirable,7,2,2
jungu salt,idiom,1,1,Undesirable,7,1,2
dead wood,idiom,1,1,Blameworthy,7,2,2
kuafu zhuri,idiom,1,1,Praiseworthy,9,1,2
deeply,idiom,1,1,Desirable,9,1,2
crazy couple,idiom,1,1,Blameworthy,9,2,2
ruo shujin,idiom,1,1,Praiseworthy,7,1,2
excessive salary,idiom,1,1,Blameworthy,3,2,2
sarcasm,idiom,1,1,Blameworthy,7,1,2
yueyang yujin,idiom,1,1,Praiseworthy,3,1,2
seek flattery,idiom,1,1,Blameworthy,7,2,2
self-pity,idiom,1,1,Undesirable,7,2,2
maverick,idiom,1,1,Praiseworthy,5,1,2
romantic talent,idiom,1,1,Praiseworthy,7,1,2
nanzhou crown,idiom,1,1,Praiseworthy,7,1,2
botryospin,idiom,1,1,Blameworthy,7,2,2
feel down,idiom,1,1,Praiseworthy,5,1,2
spoiled,idiom,1,1,Blameworthy,5,2,2
frowning eyes,idiom,1,1,Undesirable,5,2,2
kakudo branch,idiom,1,1,Blameworthy,5,2,2
take revenge,idiom,1,1,Praiseworthy,5,1,2
astonishing,idiom,1,1,Undesirable,5,0,1
startling bird,idiom,1,1,Undesirable,5,2,2
panic,idiom,1,1,Undesirable,5,2,2
croaking frog,idiom,1,1,Blameworthy,5,2,2
bow gentleman,idiom,1,1,Praiseworthy,3,1,2
unanimous voice,idiom,1,1,Confirmed,5,0,1
zhuhuanhepu,idiom,1,1,Desirable,5,1,2
tirelessly,idiom,1,1,Praiseworthy,5,1,2
self-defeat,idiom,1,1,Blameworthy,7,2,2
funeral music,noun,1,1,Undesirable,5,0,1
sleep peacefully,verb,1,1,Desirable,5,1,2
incest,verb,1,1,Blameworthy,5,2,2
humanlike,idiom,1,1,Blameworthy,5,2,2
thin eyelids,idiom,1,1,Blameworthy,5,2,2
split,adj,1,1,Undesirable,5,0,1
vulgar writing,idiom,1,1,Blameworthy,5,2,2
barking shadow,idiom,1,1,Blameworthy,7,2,2
uneasy,idiom,1,1,Undesirable,7,2,2
royal crown,idiom,1,1,Blameworthy,7,2,2
torrential,idiom,2,2,Praiseworthy,7,1,2
innately designed,idiom,1,1,Praiseworthy,5,1,2
different ages,idiom,1,1,Undesirable,7,2,2
well-educated,idiom,1,1,Praiseworthy,7,1,2
die together,idiom,1,1,Blameworthy,7,0,1
repayment,idiom,1,1,Praiseworthy,9,1,2
high morale,idiom,1,1,Praiseworthy,5,1,2
poisonous devil,idiom,1,1,Blameworthy,7,2,2
one-man hero,idiom,1,1,Praiseworthy,7,1,2
broken kite,idiom,1,1,Undesirable,5,0,1
choke finger,idiom,1,1,Praiseworthy,7,1,2
wenwen etiquette,idiom,1,1,Blameworthy,5,2,2
be naughty,idiom,1,1,Blameworthy,5,2,2
totally worthless,idiom,1,1,Blameworthy,9,2,2
congratulatory letter,noun,1,1,Praiseworthy,3,1,2
red,adj,1,1,Praiseworthy,5,1,2
slob,noun,1,1,Blameworthy,5,2,2
embankment,verb,1,1,Undesirable,3,2,2
bottom man,noun,1,1,Blameworthy,1,2,2
sharpen,verb,2,2,Confirmed,5,1,2
brother,noun,2,2,Confirmed,5,1,2
blood blight,noun,1,1,Undesirable,5,0,1
periodontal disease,noun,1,1,Undesirable,5,0,1
kui'an,adj,1,1,Praiseworthy,9,1,2
owe,verb,2,1,Blameworthy,7,2,2
anchor,verb,2,2,Desirable,5,0,1
cannon barrel,noun,1,1,Blameworthy,4,2,2
haohe'er,verb,1,1,Desirable,5,0,1
running errands,verb,1,1,Desirable,5,0,1
smile apologetically,adj,1,1,Undesirable,6,0,1
puffy,adj,1,1,Desirable,6,2,2
happen,noun,1,1,Desirable,6,0,1
leather surface,noun,1,1,Desirable,5,0,1
partial house,noun,1,1,Desirable,5,0,1
off topic,noun,1,1,Desirable,5,0,1
put aside,noun,1,1,Desirable,6,0,1
taste,verb,1,1,Desirable,6,0,1
average year,noun,2,2,Desirable,5,0,1
dismiss,verb,1,1,Desirable,5,0,1
splash,adj,3,2,Blameworthy,7,2,2
seed kernel,verb,1,1,Praiseworthy,7,1,2
heavy damage,noun,1,1,Undesirable,9,0,1
tight siege,noun,1,1,Undesirable,7,0,1
wrinkle,noun,1,1,Undesirable,7,0,1
leading,adj,1,1,Praiseworthy,7,1,2
wander around,verb,1,1,Desirable,7,0,1
makeup new,verb,1,1,Desirable,7,1,2
reminisce,verb,1,1,Undesirable,7,1,2
neoplasm,noun,1,1,Undesirable,7,2,2
flirty words,idiom,1,1,Blameworthy,5,2,2
quyi ying,idiom,1,1,Blameworthy,5,2,2
gongzong yaozu,idiom,1,1,Praiseworthy,5,1,2
forcible warning,noun,1,1,Blameworthy,7,2,2
snatch,verb,1,1,Blameworthy,7,2,2
chance encounter,verb,1,1,Desirable,7,0,1
handwritten,noun,2,2,Praiseworthy,5,1,2
relatives,noun,1,1,Confirmed,5,0,1
imperially appointed,noun,1,1,Confirmed,5,1,2
pour out,noun,1,1,Desirable,5,0,1
love song,noun,1,1,Undesirable,7,1,2
love affair,noun,1,1,Desirable,7,1,2
pauper,noun,1,1,Undesirable,5,0,1
captivity,verb,1,1,Undesirable,7,0,1
merits,noun,1,1,Undesirable,5,0,1
nothing exciting,idiom,1,1,Undesirable,3,0,1
whispering snaking,idiom,1,1,Undesirable,9,0,1
ear cleaning,idiom,1,1,Praiseworthy,5,1,2
reveal ancestors,idiom,1,1,Praiseworthy,5,1,2
rat storm,idiom,1,1,Blameworthy,7,2,2
downhearted,idiom,1,1,Undesirable,7,0,1
clever mind,idiom,1,1,Desirable,7,1,2
familiar,adj,1,1,Desirable,7,0,1
cunmucenlou,idiom,1,1,Undesirable,5,2,2
sir,idiom,1,1,Blameworthy,5,2,2
big article,idiom,1,1,Desirable,5,1,2
very funny,idiom,1,1,Blameworthy,7,2,2
tao synonymous,idiom,1,1,Confirmed,5,1,2
last resort,idiom,1,1,Blameworthy,5,2,2
donate everything,idiom,1,1,Praiseworthy,5,1,2
good son-in-law,idiom,1,1,Desirable,5,1,2
moving around,idiom,1,1,Undesirable,5,2,2
climbing around,idiom,1,1,Undesirable,5,2,2
daigo,noun,1,1,Confirmed,9,1,2
idyll,noun,1,1,Desirable,7,1,2
hop,verb,1,1,Undesirable,9,2,2
妦与剑与,idiom,1,1,Confirmed,7,1,2
jiemu wumen,idiom,1,1,Blameworthy,7,2,2
generosity fierce,idiom,1,1,Undesirable,7,2,2
be single-minded,idiom,1,1,Praiseworthy,5,1,2
classroom gossip,idiom,1,1,Blameworthy,5,2,2
wolf down,idiom,1,1,Blameworthy,9,2,2
leileiluoluo,idiom,1,1,Praiseworthy,5,1,2
feeling helpless,idiom,1,1,Blameworthy,3,2,2
sharp words,idiom,1,1,Praiseworthy,7,1,2
hard-nosed,idiom,1,1,Praiseworthy,7,1,2
childhood sweetheart,idiom,1,1,Desirable,9,1,2
strong character,idiom,1,1,Praiseworthy,7,1,2
peaceful forehead,idiom,1,1,Desirable,3,1,2
lingering,noun,1,1,Desirable,5,1,2
strong face,verb,1,1,Undesirable,7,0,1
quietly,verb,1,1,Undesirable,5,0,1
clever plan,noun,1,1,Praiseworthy,5,1,2
leader,noun,1,1,Praiseworthy,7,1,2
biological child,noun,2,1,Desirable,7,0,1
intimately acquainted,noun,1,1,Confirmed,5,1,2
invading fishing,noun,1,1,Blameworthy,7,2,2
qingyun,noun,1,1,Praiseworthy,5,0,1
talk,noun,1,1,Desirable,5,1,2
feelings,noun,1,1,Undesirable,5,0,1
situation,noun,1,1,Desirable,5,0,1
please surrender,verb,1,1,Undesirable,7,2,2
harvest uprising,noun,1,1,Praiseworthy,5,0,1
for fun,verb,1,1,Desirable,5,0,1
play rogue,verb,1,1,Blameworthy,5,2,2
pinshenliuzhi,idiom,1,1,Undesirable,7,2,2
feeling happy,idiom,1,1,Desirable,5,1,2
feeling lazy,idiom,1,1,Undesirable,7,2,2
seeking flaws,idiom,1,1,Blameworthy,1,2,2
湹浚里暵,idiom,1,1,Praiseworthy,3,1,2
qihua yushu,idiom,1,1,Desirable,5,1,2
weeping,idiom,1,1,Undesirable,9,2,2
hidden virtue,idiom,1,1,Praiseworthy,7,1,2
people's wisdom,noun,1,1,Praiseworthy,5,1,2
famous studies,noun,1,1,Praiseworthy,7,1,2
man,noun,1,1,Praiseworthy,5,1,2
pig,noun,1,1,Blameworthy,9,2,2
zhubei,adj,1,1,Undesirable,7,1,2
subjective idealism,noun,1,1,Blameworthy,7,0,1
chief envoy,verb,1,1,Blameworthy,7,2,2
hospitalized,noun,1,1,Undesirable,7,0,1
tooth decay,noun,1,1,Undesirable,6,2,2
make money,verb,1,1,Desirable,7,0,1
decorate,verb,1,1,Desirable,7,1,2
ask,verb,1,1,Undesirable,7,1,2
come down,noun,1,1,Undesirable,7,1,2
clumsy writing,noun,1,1,Praiseworthy,7,1,2
anzhaizhenglu,idiom,1,1,Praiseworthy,5,1,2
light things,idiom,1,1,Blameworthy,5,2,2
baishuijianxin,idiom,1,1,Praiseworthy,5,1,2
indelible,idiom,1,1,Praiseworthy,5,1,2
immoral behavior,idiom,1,1,Blameworthy,5,2,2
spotted clothing,idiom,1,1,Praiseworthy,5,1,2
keep profit,idiom,1,1,Praiseworthy,5,1,2
abalone second,idiom,1,1,Blameworthy,5,2,2
bengubunning,idiom,1,1,Praiseworthy,5,1,2
rendering,verb,1,1,Praiseworthy,5,0,1
schistosomiasis,noun,1,1,Undesirable,5,0,1
martyrdom,noun,1,1,Undesirable,5,0,1
yaws,noun,1,1,Undesirable,5,0,1
middle-of-the-road,idiom,2,2,Desirable,5,1,2
stars gongbei,idiom,2,2,Praiseworthy,5,1,2
become dizzy,idiom,1,1,Blameworthy,7,2,2
bejeweled,idiom,1,1,Desirable,5,1,2
baht accumulation,idiom,1,1,Praiseworthy,5,1,2
warning sincerely,idiom,1,1,Praiseworthy,5,1,2
playing catch-up,idiom,1,1,Blameworthy,5,2,2
zishunwencong,idiom,1,1,Desirable,5,1,2
ai rong,noun,1,1,Undesirable,5,0,1
lover,nw,1,1,Desirable,5,1,2
sour vinegar,idiom,1,1,Undesirable,3,2,2
advise baixieyi,idiom,1,1,Blameworthy,9,2,2
rurou tugang,idiom,1,1,Blameworthy,9,2,2
condescend,idiom,1,1,Praiseworthy,5,1,2
angry face,idiom,1,1,Undesirable,5,2,2
tibiotomy,idiom,1,1,Blameworthy,5,2,2
chrysostom's words,idiom,1,1,Praiseworthy,5,1,2
diamond eyes,idiom,1,1,Praiseworthy,5,1,2
resplendent,idiom,1,1,Praiseworthy,7,1,2
lost position,idiom,1,1,Undesirable,5,2,2
jingzhao thrush,idiom,1,1,Praiseworthy,5,1,2
local deduction,idiom,1,1,Undesirable,5,2,2
mass grave,noun,1,1,Undesirable,4,2,2
just war,noun,1,1,Praiseworthy,7,1,2
emotional,idiom,1,1,Blameworthy,7,2,2
happy dancing,idiom,1,1,Desirable,9,1,2
high spirits,idiom,1,1,Desirable,7,1,2
uncertain,adj,1,1,Disconfirmed,5,1,2
tyrant politics,noun,1,1,Blameworthy,5,2,2
defendant,noun,1,1,Blameworthy,5,2,2
rush,verb,1,1,Praiseworthy,5,1,2
comparable,adj,1,1,Praiseworthy,5,1,2
refute rumors,verb,1,1,Blameworthy,7,2,2
avoid,verb,1,1,Blameworthy,7,2,2
whipping,verb,1,1,Undesirable,5,2,2
tossing around,idiom,1,1,Blameworthy,5,2,2
seeing zhiwei,idiom,1,1,Praiseworthy,5,1,2
cow drum,idiom,1,1,Blameworthy,5,2,2
hunhunhunhun,idiom,1,1,Praiseworthy,5,1,2
great success,idiom,1,1,Praiseworthy,7,1,2
endless romance,idiom,1,1,Praiseworthy,9,1,2
rise later,noun,1,1,Praiseworthy,5,1,2
mischievous,verb,1,1,Blameworthy,5,2,2
direct relative,noun,1,1,Praiseworthy,5,1,2
palm,verb,1,1,Desirable,7,1,2
underground party,noun,1,1,Praiseworthy,7,1,2
good man,noun,2,1,Praiseworthy,5,1,2
bright light,adj,1,1,Praiseworthy,5,0,1
inferior species,noun,1,1,Blameworthy,5,2,2
accidental injury,verb,1,1,Blameworthy,5,0,1
west sky,noun,2,2,Desirable,5,0,1
wedding wine,noun,1,1,Desirable,3,0,1
happy rain,noun,1,1,Desirable,5,0,1
skilled work,noun,1,1,Praiseworthy,1,0,1
launch,verb,3,3,Blameworthy,3,0,1
fairy,noun,1,1,Praiseworthy,5,1,2
loitering,verb,1,1,Blameworthy,1,0,1
xianshu,noun,1,1,Blameworthy,1,0,1
explicit knowledge,noun,1,1,Praiseworthy,3,0,1
in force,adj,2,2,Blameworthy,3,2,2
runzi,verb,1,1,Praiseworthy,1,1,2
bereaved,noun,1,1,Undesirable,7,2,2
sweep,verb,2,1,Blameworthy,7,2,2
chauvinism,noun,1,1,Blameworthy,5,2,2
catkins,verb,1,1,Blameworthy,5,2,2
business agreement,noun,1,1,Praiseworthy,5,1,2
tips,verb,1,1,Praiseworthy,1,1,2
hang yourself,verb,1,1,Undesirable,7,2,2
sentence,verb,2,2,Blameworthy,5,2,2
throw,verb,1,1,Desirable,5,0,1
sports car,noun,2,1,Desirable,5,0,1
bubble goods,noun,1,1,Desirable,5,0,1
compensation advance,verb,1,1,Desirable,5,0,1
gushing,verb,1,1,Desirable,5,0,1
support,noun,1,1,Blameworthy,6,2,2
tired,noun,1,1,Desirable,6,0,1
butt squat,noun,1,1,Desirable,5,0,1
deviate,adj,1,1,Desirable,5,0,1
recruitment,verb,1,1,Praiseworthy,6,0,1
pingjing,verb,2,1,Undesirable,9,0,1
equal rights,noun,1,1,Desirable,5,0,1
ping yan,adj,1,1,Desirable,6,1,2
linjiaotigerwing,idiom,1,1,Praiseworthy,9,1,2
